DirectorID,year,DirectorName,Age,Gender,Nationality,NetworkSize,MaxMktCap,MaxEmp,num_seats,num_subs,age_sq,age_sc,emp,ns,mkt_cap,nat,subs_year,years_since_95
66,1995,Doctor Max Amstutz,94,M,Swiss,186,11263,16751,1,1,8836,8.836,16.751,1.86,11.263,0,0,0
66,1996,Doctor Max Amstutz,94,M,Swiss,186,11263,16751,1,1,8836,8.836,16.751,1.86,11.263,0,0,1
66,1997,Doctor Max Amstutz,94,M,Swiss,186,11263,16751,1,1,8836,8.836,16.751,1.86,11.263,0,0,2
66,1998,Doctor Max Amstutz,94,M,Swiss,186,11263,16751,1,1,8836,8.836,16.751,1.86,11.263,0,0,3
334,2000,Jorma Ollila,72,M,Finnish,2757,49118,183000,1,1,5184,5.184,183,27.57,49.118,0,0,5
334,2001,Jorma Ollila,72,M,Finnish,2757,49118,183000,1,1,5184,5.184,183,27.57,49.118,0,0,6
334,2002,Jorma Ollila,72,M,Finnish,2757,49118,183000,1,1,5184,5.184,183,27.57,49.118,0,0,7
334,2003,Jorma Ollila,72,M,Finnish,2757,49118,183000,1,1,5184,5.184,183,27.57,49.118,0,0,8
334,2004,Jorma Ollila,72,M,Finnish,2757,49118,183000,1,1,5184,5.184,183,27.57,49.118,0,0,9
334,2005,Jorma Ollila,72,M,Finnish,2757,49118,183000,1,1,5184,5.184,183,27.57,49.118,0,0,10
356,2011,Dinesh Paliwal,65,M,American,3362,45086,102000,1,2,4225,4.225,102,33.62,45.086,1,1,16
356,2012,Dinesh Paliwal,65,M,American,3362,45086,102000,2,3,4225,4.225,102,33.62,45.086,1,1,17
356,2013,Dinesh Paliwal,65,M,American,3362,139600,32200,3,3,4225,4.225,32.2,33.62,139.6,1,0,18
356,2016,Dinesh Paliwal,65,M,American,3362,62470,67000,1,1,4225,4.225,67,33.62,62.47,1,0,21
356,2017,Dinesh Paliwal,65,M,American,3362,62470,67000,1,1,4225,4.225,67,33.62,62.47,1,0,22
356,2018,Dinesh Paliwal,65,M,American,3362,62470,67000,1,1,4225,4.225,67,33.62,62.47,1,0,23
356,2019,Dinesh Paliwal,65,M,American,3362,62470,67000,1,2,4225,4.225,67,33.62,62.47,1,1,24
356,2020,Dinesh Paliwal,65,M,American,3362,143520,174000,2,1,4225,4.225,174,33.62,143.52,1,0,25
397,1999,Professor Doctor Roel Pieper,66,M,Dutch,1838,5712,10848,3,1,4356,4.356,10.848,18.38,5.712,0,0,4
400,2004,Alfred Piergallini,76,M,American,534,8893,7611,2,2,5776,5.776,7.611,5.34,8.893,1,0,9
400,2005,Alfred Piergallini,76,M,American,534,8893,7611,2,2,5776,5.776,7.611,5.34,8.893,1,0,10
400,2006,Alfred Piergallini,76,M,American,534,8893,7611,2,2,5776,5.776,7.611,5.34,8.893,1,0,11
400,2007,Alfred Piergallini,76,M,American,534,8893,7611,2,2,5776,5.776,7.611,5.34,8.893,1,0,12
400,2008,Alfred Piergallini,76,M,American,534,8893,7611,2,2,5776,5.776,7.611,5.34,8.893,1,0,13
400,2009,Alfred Piergallini,76,M,American,534,8893,7611,2,2,5776,5.776,7.611,5.34,8.893,1,0,14
400,2010,Alfred Piergallini,76,M,American,534,8893,7611,2,2,5776,5.776,7.611,5.34,8.893,1,0,15
400,2011,Alfred Piergallini,76,M,American,534,8893,7611,2,2,5776,5.776,7.611,5.34,8.893,1,0,16
400,2012,Alfred Piergallini,76,M,American,534,8893,7611,2,2,5776,5.776,7.611,5.34,8.893,1,0,17
400,2013,Alfred Piergallini,76,M,American,534,8893,7611,2,2,5776,5.776,7.611,5.34,8.893,1,0,18
400,2014,Alfred Piergallini,76,M,American,534,8893,7611,2,2,5776,5.776,7.611,5.34,8.893,1,0,19
400,2015,Alfred Piergallini,76,M,American,534,8893,7611,2,2,5776,5.776,7.611,5.34,8.893,1,0,20
400,2016,Alfred Piergallini,76,M,American,534,8893,7611,2,2,5776,5.776,7.611,5.34,8.893,1,0,21
496,2017,Rafael Miranda Robredo,73,M,Spanish,1302,54503,180000,1,1,5329,5.329,180,13.02,54.503,0,0,22
496,2018,Rafael Miranda Robredo,73,M,Spanish,1302,54503,180000,1,1,5329,5.329,180,13.02,54.503,0,0,23
496,2019,Rafael Miranda Robredo,73,M,Spanish,1302,54503,180000,1,1,5329,5.329,180,13.02,54.503,0,0,24
496,2020,Rafael Miranda Robredo,73,M,Spanish,1302,54503,180000,1,1,5329,5.329,180,13.02,54.503,0,0,25
496,2021,Rafael Miranda Robredo,73,M,Spanish,1302,54503,180000,1,1,5329,5.329,180,13.02,54.503,0,0,26
522,2004,John Mack,78,M,American,8812,4040,294,1,2,6084,6.084,0.294,88.12,4.04,1,1,9
600,1982,The Hon. Joe Califano Jr,91,M,American,6453,93207,60000,1,1,8281,8.281,60,64.53,93.207,1,0,-13
600,1983,The Hon. Joe Califano Jr,91,M,American,6453,93207,60000,1,1,8281,8.281,60,64.53,93.207,1,0,-12
600,1984,The Hon. Joe Califano Jr,91,M,American,6453,93207,60000,1,1,8281,8.281,60,64.53,93.207,1,0,-11
600,1985,The Hon. Joe Califano Jr,91,M,American,6453,93207,60000,1,1,8281,8.281,60,64.53,93.207,1,0,-10
600,1986,The Hon. Joe Califano Jr,91,M,American,6453,93207,60000,1,1,8281,8.281,60,64.53,93.207,1,0,-9
600,1987,The Hon. Joe Califano Jr,91,M,American,6453,93207,60000,1,1,8281,8.281,60,64.53,93.207,1,0,-8
600,2004,The Hon. Joe Califano Jr,91,M,American,6453,25002,44200,2,2,8281,8.281,44.2,64.53,25.002,1,0,9
608,2001,Francois Castaing,77,M,French,924,2117,10474,1,1,5929,5.929,10.474,9.24,2.117,0,0,6
608,2002,Francois Castaing,77,M,French,924,2117,10474,1,1,5929,5.929,10.474,9.24,2.117,0,0,7
611,2000,Rob Cawthorn,87,M,British,1017,11590,20000,1,1,7569,7.569,20,10.17,11.59,0,0,5
611,2001,Rob Cawthorn,87,M,British,1017,11590,20000,1,1,7569,7.569,20,10.17,11.59,0,0,6
611,2002,Rob Cawthorn,87,M,British,1017,11590,20000,1,1,7569,7.569,20,10.17,11.59,0,0,7
611,2003,Rob Cawthorn,87,M,British,1017,11590,20000,1,1,7569,7.569,20,10.17,11.59,0,0,8
611,2004,Rob Cawthorn,87,M,British,1017,11590,20000,1,1,7569,7.569,20,10.17,11.59,0,0,9
816,1998,Sam Minzberg,73,M,Canadian,2346,10958,2500,1,1,5329,5.329,2.5,23.46,10.958,0,0,3
816,1999,Sam Minzberg,73,M,Canadian,2346,10958,2500,1,1,5329,5.329,2.5,23.46,10.958,0,0,4
816,2000,Sam Minzberg,73,M,Canadian,2346,10958,2500,1,1,5329,5.329,2.5,23.46,10.958,0,0,5
877,2001,Lord Powell of Bayswater,81,M,British,4692,129198,107700,2,2,6561,6.561,107.7,46.92,129.198,0,0,6
877,2002,Lord Powell of Bayswater,81,M,British,4692,129198,107700,2,2,6561,6.561,107.7,46.92,129.198,0,0,7
877,2003,Lord Powell of Bayswater,81,M,British,4692,129198,107700,2,2,6561,6.561,107.7,46.92,129.198,0,0,8
877,2004,Lord Powell of Bayswater,81,M,British,4692,129198,107700,2,2,6561,6.561,107.7,46.92,129.198,0,0,9
877,2005,Lord Powell of Bayswater,81,M,British,4692,129198,107700,2,1,6561,6.561,107.7,46.92,129.198,0,0,10
877,2006,Lord Powell of Bayswater,81,M,British,4692,15321,33000,1,1,6561,6.561,33,46.92,15.321,0,0,11
890,1998,The Hon. Bob Ray,91,M,American,272,12937,3313,2,2,8281,8.281,3.313,2.72,12.937,1,0,3
957,1987,Chuck Schwab Jr,85,M,American,3197,4920,97000,1,1,7225,7.225,97,31.97,4.92,1,0,-8
957,1988,Chuck Schwab Jr,85,M,American,3197,4920,97000,1,1,7225,7.225,97,31.97,4.92,1,0,-7
957,1989,Chuck Schwab Jr,85,M,American,3197,4920,97000,1,1,7225,7.225,97,31.97,4.92,1,0,-6
957,1990,Chuck Schwab Jr,85,M,American,3197,4920,97000,1,1,7225,7.225,97,31.97,4.92,1,0,-5
957,1991,Chuck Schwab Jr,85,M,American,3197,4920,97000,1,1,7225,7.225,97,31.97,4.92,1,0,-4
957,1992,Chuck Schwab Jr,85,M,American,3197,4920,97000,1,1,7225,7.225,97,31.97,4.92,1,0,-3
957,1993,Chuck Schwab Jr,85,M,American,3197,4920,97000,1,2,7225,7.225,97,31.97,4.92,1,1,-2
957,1994,Chuck Schwab Jr,85,M,American,3197,4920,97000,2,2,7225,7.225,97,31.97,4.92,1,0,-1
957,1995,Chuck Schwab Jr,85,M,American,3197,4920,97000,2,2,7225,7.225,97,31.97,4.92,1,0,0
957,1996,Chuck Schwab Jr,85,M,American,3197,4920,97000,2,2,7225,7.225,97,31.97,4.92,1,0,1
957,1997,Chuck Schwab Jr,85,M,American,3197,4920,97000,2,2,7225,7.225,97,31.97,4.92,1,0,2
957,2014,Chuck Schwab Jr,85,M,American,3197,135337,33400,2,2,7225,7.225,33.4,31.97,135.337,1,0,19
957,2015,Chuck Schwab Jr,85,M,American,3197,135337,33400,2,2,7225,7.225,33.4,31.97,135.337,1,0,20
992,2015,David Stout,68,M,American,1632,11150,250,2,2,4624,4.624,0.25,16.32,11.15,1,0,20
992,2016,David Stout,68,M,American,1632,11150,250,2,1,4624,4.624,0.25,16.32,11.15,1,0,21
1026,2022,Chris Viehbacher,62,M,Canadian,2638,38216,9610,1,1,3844,3.844,9.61,26.38,38.216,0,0,27
1032,2014,Doctor Ken Widder,70,M,American,283,5772,1600,1,1,4900,4.9,1.6,2.83,5.772,1,0,19
1032,2015,Doctor Ken Widder,70,M,American,283,5772,1600,1,1,4900,4.9,1.6,2.83,5.772,1,0,20
1032,2016,Doctor Ken Widder,70,M,American,283,5772,1600,1,1,4900,4.9,1.6,2.83,5.772,1,0,21
1032,2017,Doctor Ken Widder,70,M,American,283,5772,1600,1,1,4900,4.9,1.6,2.83,5.772,1,0,22
1032,2018,Doctor Ken Widder,70,M,American,283,5772,1600,1,1,4900,4.9,1.6,2.83,5.772,1,0,23
1032,2019,Doctor Ken Widder,70,M,American,283,5772,1600,1,1,4900,4.9,1.6,2.83,5.772,1,0,24
1032,2020,Doctor Ken Widder,70,M,American,283,5772,1600,1,1,4900,4.9,1.6,2.83,5.772,1,0,25
1032,2021,Doctor Ken Widder,70,M,American,283,5772,1600,1,1,4900,4.9,1.6,2.83,5.772,1,0,26
1032,2022,Doctor Ken Widder,70,M,American,283,5772,1600,1,1,4900,4.9,1.6,2.83,5.772,1,0,27
1055,2011,Sir Richard Lapthorne,79,M,British,1286,156,3311,1,1,6241,6.241,3.311,12.86,0.156,0,0,16
1055,2012,Sir Richard Lapthorne,79,M,British,1286,156,3311,1,1,6241,6.241,3.311,12.86,0.156,0,0,17
1055,2013,Sir Richard Lapthorne,79,M,British,1286,156,3311,1,1,6241,6.241,3.311,12.86,0.156,0,0,18
1055,2014,Sir Richard Lapthorne,79,M,British,1286,156,3311,1,1,6241,6.241,3.311,12.86,0.156,0,0,19
1055,2015,Sir Richard Lapthorne,79,M,British,1286,156,3311,1,1,6241,6.241,3.311,12.86,0.156,0,0,20
1122,2001,Gary Wilson,82,M,American,3695,193340,220000,3,3,6724,6.724,220,36.95,193.34,1,0,6
1122,2002,Gary Wilson,82,M,American,3695,193340,220000,3,3,6724,6.724,220,36.95,193.34,1,0,7
1122,2003,Gary Wilson,82,M,American,3695,193340,220000,3,3,6724,6.724,220,36.95,193.34,1,0,8
1122,2004,Gary Wilson,82,M,American,3695,193340,220000,3,3,6724,6.724,220,36.95,193.34,1,0,9
1122,2005,Gary Wilson,82,M,American,3695,193340,220000,3,3,6724,6.724,220,36.95,193.34,1,0,10
1122,2006,Gary Wilson,82,M,American,3695,193340,220000,3,2,6724,6.724,220,36.95,193.34,1,0,11
1122,2007,Gary Wilson,82,M,American,3695,26147,105000,2,2,6724,6.724,105,36.95,26.147,1,0,12
1122,2008,Gary Wilson,82,M,American,3695,26147,105000,2,2,6724,6.724,105,36.95,26.147,1,0,13
1122,2009,Gary Wilson,82,M,American,3695,26147,105000,2,2,6724,6.724,105,36.95,26.147,1,0,14
1122,2010,Gary Wilson,82,M,American,3695,26147,105000,2,2,6724,6.724,105,36.95,26.147,1,0,15
1122,2011,Gary Wilson,82,M,American,3695,26147,105000,2,2,6724,6.724,105,36.95,26.147,1,0,16
1163,2009,Harold Paisner,83,M,British,5769,507,3646,1,1,6889,6.889,3.646,57.69,0.507,0,0,14
1163,2010,Harold Paisner,83,M,British,5769,507,3646,1,1,6889,6.889,3.646,57.69,0.507,0,0,15
1163,2011,Harold Paisner,83,M,British,5769,507,3646,1,1,6889,6.889,3.646,57.69,0.507,0,0,16
1163,2012,Harold Paisner,83,M,British,5769,507,3646,1,1,6889,6.889,3.646,57.69,0.507,0,0,17
1163,2013,Harold Paisner,83,M,British,5769,507,3646,1,1,6889,6.889,3.646,57.69,0.507,0,0,18
1392,2003,Paul Walsh,67,M,British,5206,45279,32500,1,1,4489,4.489,32.5,52.06,45.279,0,0,8
1392,2017,Paul Walsh,67,M,British,5206,44345,227000,1,1,4489,4.489,227,52.06,44.345,0,0,22
1392,2018,Paul Walsh,67,M,British,5206,44345,227000,1,2,4489,4.489,227,52.06,44.345,0,1,23
1564,2001,Ian Strachan,79,M,British,1712,562,12000,2,2,6241,6.241,12,17.12,0.562,0,0,6
1564,2002,Ian Strachan,79,M,British,1712,562,12000,2,2,6241,6.241,12,17.12,0.562,0,0,7
1692,1997,Dick Bodman,84,M,American,1519,45086,102000,1,1,7056,7.056,102,15.19,45.086,1,0,2
1692,1998,Dick Bodman,84,M,American,1519,45086,102000,1,1,7056,7.056,102,15.19,45.086,1,0,3
1692,1999,Dick Bodman,84,M,American,1519,45086,102000,1,1,7056,7.056,102,15.19,45.086,1,0,4
1692,2000,Dick Bodman,84,M,American,1519,45086,102000,1,1,7056,7.056,102,15.19,45.086,1,0,5
1692,2001,Dick Bodman,84,M,American,1519,45086,102000,1,1,7056,7.056,102,15.19,45.086,1,0,6
1692,2002,Dick Bodman,84,M,American,1519,45086,102000,1,2,7056,7.056,102,15.19,45.086,1,1,7
1692,2003,Dick Bodman,84,M,American,1519,45086,102000,2,1,7056,7.056,102,15.19,45.086,1,0,8
1704,1997,Dan Akerson,74,M,American,5477,132492,64000,1,1,5476,5.476,64,54.77,132.492,1,0,2
1704,1998,Dan Akerson,74,M,American,5477,132492,64000,1,1,5476,5.476,64,54.77,132.492,1,0,3
1704,1999,Dan Akerson,74,M,American,5477,132492,64000,1,1,5476,5.476,64,54.77,132.492,1,0,4
1704,2000,Dan Akerson,74,M,American,5477,132492,64000,1,2,5476,5.476,64,54.77,132.492,1,1,5
1704,2001,Dan Akerson,74,M,American,5477,132492,64000,2,1,5476,5.476,64,54.77,132.492,1,0,6
1704,2010,Dan Akerson,74,M,American,5477,53676,157000,1,1,5476,5.476,157,54.77,53.676,1,0,15
1722,1995,Frank Raines,74,M,American,5816,120381,142000,1,1,5476,5.476,142,58.16,120.381,1,0,0
1722,1998,Frank Raines,74,M,American,5816,228426,79000,1,2,5476,5.476,79,58.16,228.426,1,1,3
1722,1999,Frank Raines,74,M,American,5816,239800,309000,2,2,5476,5.476,309,58.16,239.8,1,0,4
1722,2000,Frank Raines,74,M,American,5816,239800,309000,2,3,5476,5.476,309,58.16,239.8,1,1,5
1722,2001,Frank Raines,74,M,American,5816,239800,309000,3,1,5476,5.476,309,58.16,239.8,1,0,6
1723,1999,Jim Barksdale,80,M,American,3898,44345,227000,4,4,6400,6.4,227,38.98,44.345,1,0,4
1723,2000,Jim Barksdale,80,M,American,3898,44345,227000,4,1,6400,6.4,227,38.98,44.345,1,0,5
1755,2000,George Mead,95,M,American,400,13179,12800,1,1,9025,9.025,12.8,4,13.179,1,0,5
1755,2001,George Mead,95,M,American,400,13179,12800,1,1,9025,9.025,12.8,4,13.179,1,0,6
2037,2002,Lord Simpson,80,M,British,1000,789,701,1,1,6400,6.4,0.701,10,0.789,0,0,7
2037,2003,Lord Simpson,80,M,British,1000,789,701,1,1,6400,6.4,0.701,10,0.789,0,0,8
2037,2004,Lord Simpson,80,M,British,1000,789,701,1,1,6400,6.4,0.701,10,0.789,0,0,9
2251,1997,Lord Browne of Madingley,75,M,British,11539,106387,121100,1,1,5625,5.625,121.1,115.39,106.387,0,0,2
2251,1998,Lord Browne of Madingley,75,M,British,11539,106387,121100,1,2,5625,5.625,121.1,115.39,106.387,0,1,3
2251,1999,Lord Browne of Madingley,75,M,British,11539,117849,121100,2,2,5625,5.625,121.1,115.39,117.849,0,0,4
2251,2000,Lord Browne of Madingley,75,M,British,11539,117849,121100,2,2,5625,5.625,121.1,115.39,117.849,0,0,5
2251,2001,Lord Browne of Madingley,75,M,British,11539,117849,121100,2,2,5625,5.625,121.1,115.39,117.849,0,0,6
2251,2002,Lord Browne of Madingley,75,M,British,11539,117849,121100,2,2,5625,5.625,121.1,115.39,117.849,0,0,7
2251,2003,Lord Browne of Madingley,75,M,British,11539,117849,121100,2,2,5625,5.625,121.1,115.39,117.849,0,0,8
2251,2004,Lord Browne of Madingley,75,M,British,11539,117849,121100,2,2,5625,5.625,121.1,115.39,117.849,0,0,9
2251,2005,Lord Browne of Madingley,75,M,British,11539,117849,121100,2,2,5625,5.625,121.1,115.39,117.849,0,0,10
2251,2006,Lord Browne of Madingley,75,M,British,11539,117849,121100,2,1,5625,5.625,121.1,115.39,117.849,0,0,11
2298,2006,Sir Bill Castell,75,M,British,4028,93997,168000,1,1,5625,5.625,168,40.28,93.997,0,0,11
2298,2007,Sir Bill Castell,75,M,British,4028,93997,168000,1,1,5625,5.625,168,40.28,93.997,0,0,12
2298,2008,Sir Bill Castell,75,M,British,4028,93997,168000,1,1,5625,5.625,168,40.28,93.997,0,0,13
2375,1986,Ambassador Donald McHenry,86,M,American,6352,258863,79000,2,2,7396,7.396,79,63.52,258.863,1,0,-9
2375,1987,Ambassador Donald McHenry,86,M,American,6352,258863,79000,2,2,7396,7.396,79,63.52,258.863,1,0,-8
2375,1988,Ambassador Donald McHenry,86,M,American,6352,258863,79000,2,2,7396,7.396,79,63.52,258.863,1,0,-7
2375,1989,Ambassador Donald McHenry,86,M,American,6352,258863,79000,2,2,7396,7.396,79,63.52,258.863,1,0,-6
2375,1990,Ambassador Donald McHenry,86,M,American,6352,258863,79000,2,2,7396,7.396,79,63.52,258.863,1,0,-5
2375,1991,Ambassador Donald McHenry,86,M,American,6352,258863,79000,2,2,7396,7.396,79,63.52,258.863,1,0,-4
2375,1992,Ambassador Donald McHenry,86,M,American,6352,258863,79000,2,2,7396,7.396,79,63.52,258.863,1,0,-3
2375,1993,Ambassador Donald McHenry,86,M,American,6352,258863,79000,2,2,7396,7.396,79,63.52,258.863,1,0,-2
2375,1994,Ambassador Donald McHenry,86,M,American,6352,258863,79000,2,2,7396,7.396,79,63.52,258.863,1,0,-1
2375,1995,Ambassador Donald McHenry,86,M,American,6352,258863,79000,2,2,7396,7.396,79,63.52,258.863,1,0,0
2375,1996,Ambassador Donald McHenry,86,M,American,6352,258863,79000,2,2,7396,7.396,79,63.52,258.863,1,0,1
2375,1997,Ambassador Donald McHenry,86,M,American,6352,258863,79000,2,2,7396,7.396,79,63.52,258.863,1,0,2
2375,1998,Ambassador Donald McHenry,86,M,American,6352,258863,79000,2,3,7396,7.396,79,63.52,258.863,1,1,3
2375,1999,Ambassador Donald McHenry,86,M,American,6352,258863,79000,3,3,7396,7.396,79,63.52,258.863,1,0,4
2375,2000,Ambassador Donald McHenry,86,M,American,6352,258863,79000,3,3,7396,7.396,79,63.52,258.863,1,0,5
2375,2001,Ambassador Donald McHenry,86,M,American,6352,258863,79000,3,3,7396,7.396,79,63.52,258.863,1,0,6
2375,2002,Ambassador Donald McHenry,86,M,American,6352,258863,79000,3,3,7396,7.396,79,63.52,258.863,1,0,7
2375,2003,Ambassador Donald McHenry,86,M,American,6352,258863,79000,3,3,7396,7.396,79,63.52,258.863,1,0,8
2375,2004,Ambassador Donald McHenry,86,M,American,6352,258863,79000,3,2,7396,7.396,79,63.52,258.863,1,0,9
2415,2018,Doctor Franz Humer,76,M,Swiss,4181,99897,223400,1,1,5776,5.776,223.4,41.81,99.897,0,0,23
2440,2005,Doctor Brendan O'Neill,74,M,British,3194,45086,102000,1,2,5476,5.476,102,31.94,45.086,0,1,10
2440,2006,Doctor Brendan O'Neill,74,M,British,3194,45086,102000,2,2,5476,5.476,102,31.94,45.086,0,0,11
2440,2007,Doctor Brendan O'Neill,74,M,British,3194,45086,102000,2,2,5476,5.476,102,31.94,45.086,0,0,12
2440,2008,Doctor Brendan O'Neill,74,M,British,3194,45086,102000,2,2,5476,5.476,102,31.94,45.086,0,0,13
2440,2009,Doctor Brendan O'Neill,74,M,British,3194,45086,102000,2,1,5476,5.476,102,31.94,45.086,0,0,14
2440,2016,Doctor Brendan O'Neill,74,M,British,3194,25002,44200,1,1,5476,5.476,44.2,31.94,25.002,0,0,21
2443,2007,Sir John Parker,80,M,British,2653,11129,87000,1,1,6400,6.4,87,26.53,11.129,0,0,12
2443,2008,Sir John Parker,80,M,British,2653,11129,87000,1,1,6400,6.4,87,26.53,11.129,0,0,13
2443,2009,Sir John Parker,80,M,British,2653,11129,87000,1,1,6400,6.4,87,26.53,11.129,0,0,14
2443,2010,Sir John Parker,80,M,British,2653,11129,87000,1,1,6400,6.4,87,26.53,11.129,0,0,15
2443,2011,Sir John Parker,80,M,British,2653,11129,87000,1,1,6400,6.4,87,26.53,11.129,0,0,16
2443,2012,Sir John Parker,80,M,British,2653,11129,87000,1,1,6400,6.4,87,26.53,11.129,0,0,17
2443,2013,Sir John Parker,80,M,British,2653,11129,87000,1,1,6400,6.4,87,26.53,11.129,0,0,18
2443,2014,Sir John Parker,80,M,British,2653,11129,87000,1,1,6400,6.4,87,26.53,11.129,0,0,19
2443,2015,Sir John Parker,80,M,British,2653,11129,87000,1,1,6400,6.4,87,26.53,11.129,0,0,20
2443,2016,Sir John Parker,80,M,British,2653,11129,87000,1,1,6400,6.4,87,26.53,11.129,0,0,21
2443,2017,Sir John Parker,80,M,British,2653,11129,87000,1,1,6400,6.4,87,26.53,11.129,0,0,22
2445,1987,Claudio Gonzalez Laporte,88,M,Mexican,6514,41387,44000,1,1,7744,7.744,44,65.14,41.387,0,0,-8
2445,1988,Claudio Gonzalez Laporte,88,M,Mexican,6514,41387,44000,1,1,7744,7.744,44,65.14,41.387,0,0,-7
2445,1989,Claudio Gonzalez Laporte,88,M,Mexican,6514,41387,44000,1,2,7744,7.744,44,65.14,41.387,0,1,-6
2445,1990,Claudio Gonzalez Laporte,88,M,Mexican,6514,41387,44000,2,2,7744,7.744,44,65.14,41.387,0,0,-5
2445,1991,Claudio Gonzalez Laporte,88,M,Mexican,6514,41387,44000,2,2,7744,7.744,44,65.14,41.387,0,0,-4
2445,1992,Claudio Gonzalez Laporte,88,M,Mexican,6514,41387,44000,2,3,7744,7.744,44,65.14,41.387,0,1,-3
2445,1993,Claudio Gonzalez Laporte,88,M,Mexican,6514,93997,168000,3,3,7744,7.744,168,65.14,93.997,0,0,-2
2445,1994,Claudio Gonzalez Laporte,88,M,Mexican,6514,93997,168000,3,3,7744,7.744,168,65.14,93.997,0,0,-1
2445,1995,Claudio Gonzalez Laporte,88,M,Mexican,6514,93997,168000,3,3,7744,7.744,168,65.14,93.997,0,0,0
2445,1996,Claudio Gonzalez Laporte,88,M,Mexican,6514,93997,168000,3,3,7744,7.744,168,65.14,93.997,0,0,1
2445,1997,Claudio Gonzalez Laporte,88,M,Mexican,6514,93997,168000,3,3,7744,7.744,168,65.14,93.997,0,0,2
2445,1998,Claudio Gonzalez Laporte,88,M,Mexican,6514,93997,168000,3,3,7744,7.744,168,65.14,93.997,0,0,3
2445,1999,Claudio Gonzalez Laporte,88,M,Mexican,6514,93997,168000,3,3,7744,7.744,168,65.14,93.997,0,0,4
2445,2000,Claudio Gonzalez Laporte,88,M,Mexican,6514,93997,168000,3,4,7744,7.744,168,65.14,93.997,0,1,5
2445,2001,Claudio Gonzalez Laporte,88,M,Mexican,6514,333221,490600,4,4,7744,7.744,490.6,65.14,333.221,0,0,6
2445,2002,Claudio Gonzalez Laporte,88,M,Mexican,6514,333221,490600,4,4,7744,7.744,490.6,65.14,333.221,0,0,7
2445,2003,Claudio Gonzalez Laporte,88,M,Mexican,6514,333221,490600,4,4,7744,7.744,490.6,65.14,333.221,0,0,8
2445,2004,Claudio Gonzalez Laporte,88,M,Mexican,6514,333221,490600,4,4,7744,7.744,490.6,65.14,333.221,0,0,9
2445,2005,Claudio Gonzalez Laporte,88,M,Mexican,6514,333221,490600,4,4,7744,7.744,490.6,65.14,333.221,0,0,10
2445,2006,Claudio Gonzalez Laporte,88,M,Mexican,6514,333221,490600,4,4,7744,7.744,490.6,65.14,333.221,0,0,11
2445,2007,Claudio Gonzalez Laporte,88,M,Mexican,6514,333221,490600,4,3,7744,7.744,490.6,65.14,333.221,0,0,12
2445,2008,Claudio Gonzalez Laporte,88,M,Mexican,6514,333221,490600,3,1,7744,7.744,490.6,65.14,333.221,0,0,13
2455,2005,Pierre Leroy,75,M,Haitian,1557,41399,50767,2,2,5625,5.625,50.767,15.57,41.399,0,0,10
2455,2006,Pierre Leroy,75,M,Haitian,1557,41399,50767,2,2,5625,5.625,50.767,15.57,41.399,0,0,11
2455,2007,Pierre Leroy,75,M,Haitian,1557,41399,50767,2,2,5625,5.625,50.767,15.57,41.399,0,0,12
2615,2010,Dame Alison Carnwath,70,F,British,5800,39921,28500,1,1,4900,4.9,28.5,58,39.921,0,0,15
2615,2011,Dame Alison Carnwath,70,F,British,5800,39921,28500,1,1,4900,4.9,28.5,58,39.921,0,0,16
2770,2021,John Donovan,62,M,American,3734,120278,114000,1,1,3844,3.844,114,37.34,120.278,1,0,26
2770,2022,John Donovan,62,M,American,3734,120278,114000,1,1,3844,3.844,114,37.34,120.278,1,0,27
2849,1985,John Young,90,M,American,4345,28008,58000,1,1,8100,8.1,58,43.45,28.008,1,0,-10
2849,1986,John Young,90,M,American,4345,28008,58000,1,1,8100,8.1,58,43.45,28.008,1,0,-9
2849,1987,John Young,90,M,American,4345,28008,58000,1,1,8100,8.1,58,43.45,28.008,1,0,-8
2849,1988,John Young,90,M,American,4345,28008,58000,1,1,8100,8.1,58,43.45,28.008,1,0,-7
2849,1989,John Young,90,M,American,4345,28008,58000,1,1,8100,8.1,58,43.45,28.008,1,0,-6
2849,1990,John Young,90,M,American,4345,28008,58000,1,1,8100,8.1,58,43.45,28.008,1,0,-5
2849,1991,John Young,90,M,American,4345,28008,58000,1,1,8100,8.1,58,43.45,28.008,1,0,-4
2849,1992,John Young,90,M,American,4345,28008,58000,1,1,8100,8.1,58,43.45,28.008,1,0,-3
2849,1993,John Young,90,M,American,4345,315120,42595,1,1,8100,8.1,42.595,43.45,315.12,1,0,-2
2849,1994,John Young,90,M,American,4345,315120,42595,1,2,8100,8.1,42.595,43.45,315.12,1,1,-1
2849,1995,John Young,90,M,American,4345,315120,42595,2,3,8100,8.1,42.595,43.45,315.12,1,1,0
2849,1996,John Young,90,M,American,4345,315120,42595,3,2,8100,8.1,42.595,43.45,315.12,1,0,1
2849,1997,John Young,90,M,American,4345,315120,42595,2,3,8100,8.1,42.595,43.45,315.12,1,1,2
2849,1998,John Young,90,M,American,4345,315120,247848,3,3,8100,8.1,247.848,43.45,315.12,1,0,3
2849,1999,John Young,90,M,American,4345,315120,247848,3,3,8100,8.1,247.848,43.45,315.12,1,0,4
2849,2000,John Young,90,M,American,4345,315120,247848,3,3,8100,8.1,247.848,43.45,315.12,1,0,5
2849,2001,John Young,90,M,American,4345,315120,42595,3,2,8100,8.1,42.595,43.45,315.12,1,0,6
