,year,DirectorID,CompanyID
28021,2000,33610,3
28022,2000,33620,6
28023,2000,33626,1
28024,2000,33627,2
28025,2000,33628,3
28026,2000,33630,7
28027,2000,33631,1
28028,2000,33639,1
28029,2000,33641,4
28030,2000,33643,4
28031,2000,33650,2
28032,2000,33651,2
28033,2000,33652,5
28034,2000,33656,6
28036,2000,33668,6
28037,2000,33672,1
28038,2000,33678,2
28039,2000,33700,6
28040,2000,33702,2
28041,2000,33719,2
28043,2000,33722,6
28044,2000,33723,2
28045,2000,33728,1
28047,2000,33732,4
28049,2000,33757,3
28052,2000,33767,6
28053,2000,33772,2
28054,2000,33792,6
28055,2000,33795,2
28056,2000,33809,6
28057,2000,33826,6
28058,2000,33829,2
28060,2000,33834,1
28061,2000,33838,2
28062,2000,33841,4
28063,2000,33843,4
28064,2000,33845,2
28065,2000,33848,3
28066,2000,33891,2
28068,2000,33895,6
28069,2000,33906,6
28071,2000,33908,2
28072,2000,33909,2
28073,2000,33910,2
28075,2000,33913,1
28076,2000,33914,2
28077,2000,33915,1
28078,2000,33916,6
28079,2000,33918,4
28080,2000,33919,4
28083,2000,33922,8
28084,2000,33923,7
28085,2000,33931,1
28086,2000,33949,2
28087,2000,33961,6
28088,2000,33962,2
28089,2000,33966,2
28090,2000,33967,2
28091,2000,33968,2
28092,2000,33969,2
28093,2000,33970,4
28094,2000,33994,2
28095,2000,33998,1
28097,2000,34000,1
28098,2000,34006,2
28099,2000,34009,2
28100,2000,34010,1
28101,2000,34012,1
28102,2000,34014,6
28103,2000,34015,6
28104,2000,34017,2
28106,2000,34036,5
28108,2000,34066,8
28110,2000,34087,2
28111,2000,34088,4
28115,2000,34114,2
28116,2000,34115,6
28117,2000,34117,2
28118,2000,34136,2
28119,2000,34140,6
28120,2000,34143,1
28121,2000,34145,4
28123,2000,34162,4
28124,2000,34168,2
28125,2000,34179,2
28126,2000,34180,2
28127,2000,34196,6
28128,2000,34197,2
28129,2000,34204,6
28131,2000,34206,4
28132,2000,34208,1
28133,2000,34210,2
28134,2000,34220,2
28135,2000,34222,6
28136,2000,34223,6
28137,2000,34224,2
28138,2000,34225,1
28141,2000,34230,2
28143,2000,34259,2
28144,2000,34262,4
28145,2000,34263,2
28146,2000,34266,2
28147,2000,34268,2
28148,2000,34284,6
28150,2000,34288,1
28151,2000,34289,2
28152,2000,34293,1
28154,2000,34325,2
