,year,DirectorID,CompanyID
143655,2020,50466,6
143656,2020,50521,6
143657,2020,50551,6
143658,2020,50556,2
143659,2020,50746,1
143660,2020,51031,1
143661,2020,51071,1
143662,2020,51086,1
143663,2020,51146,1
143664,2020,51161,1
143665,2020,51181,4
143666,2020,51201,1
143667,2020,51236,6
143669,2020,51306,2
143670,2020,51536,2
143671,2020,51632,2
143672,2020,51637,1
143673,2020,51646,1
143674,2020,51661,6
143675,2020,51707,2
143676,2020,51811,2
143677,2020,51836,2
143678,2020,51852,1
143679,2020,51882,2
143680,2020,51902,2
143681,2020,51956,2
143682,2020,52037,2
143683,2020,52132,2
143684,2020,52237,4
143685,2020,52297,6
143687,2020,52407,4
143688,2020,52537,1
143689,2020,52542,4
143691,2020,52686,4
143692,2020,52707,4
143693,2020,52722,1
143694,2020,52737,1
143695,2020,52761,4
143696,2020,52897,2
143697,2020,52952,4
143698,2020,53027,1
143699,2020,53172,1
143700,2020,53396,2
143701,2020,53406,2
143702,2020,53456,1
143703,2020,53551,2
143705,2020,53821,2
143706,2020,53871,4
143707,2020,53886,2
143708,2020,53921,1
143709,2020,53931,1
143710,2020,54052,1
143711,2020,54402,2
143712,2020,54412,3
143713,2020,54417,3
143714,2020,54432,1
143715,2020,54467,3
143716,2020,54581,2
143717,2020,54586,1
143718,2020,54611,2
143719,2020,54622,2
143720,2020,54642,1
143721,2020,54662,3
143722,2020,54682,4
143723,2020,54757,6
143724,2020,54907,1
143725,2020,55032,6
143726,2020,55072,2
143727,2020,55202,2
143728,2020,55227,4
143729,2020,55251,1
143730,2020,55267,2
143731,2020,55271,1
143732,2020,55366,4
143734,2020,55406,1
143735,2020,55412,1
143736,2020,55417,2
143737,2020,55422,2
143738,2020,55426,6
143739,2020,55447,2
143740,2020,55452,6
143741,2020,55501,1
143742,2020,55507,1
143743,2020,55557,2
143744,2020,55687,1
143745,2020,55811,4
143746,2020,55831,1
143747,2020,55886,1
143748,2020,55887,1
143750,2020,55992,2
143751,2020,56002,1
143752,2020,56031,2
143753,2020,56052,1
143754,2020,56087,2
143755,2020,56101,2
143756,2020,56126,1
143757,2020,56211,1
143758,2020,56236,1
143759,2020,56346,1
143760,2020,56472,2
143761,2020,56477,6
143762,2020,56532,1
143763,2020,56567,4
143764,2020,56592,1
143765,2020,56607,2
143766,2020,56707,2
143767,2020,56777,2
143768,2020,56802,2
143769,2020,56906,2
143770,2020,57006,1
143771,2020,57101,2
143772,2020,57162,2
143773,2020,57172,3
143774,2020,57186,4
